Station ID,Latitude,Longitude,City,Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS04474,18.970243,72.821805, Leipzig,6:00-22:00,7.29,77,EVgo,22,CCS,2018,No,5,6,Annually
EVS04475,37.712376,-122.366386, Stuttgart,24-Jul,4.25,67,ChargePoint,350,CCS,2017,No,4.1,4,Annually
EVS04476,37.764654,-122.455424, Stuttgart,6:00-22:00,4.16,15,EVgo,150,CCS,2020,No,3.4,9,Annually
EVS04477,13.778166,100.547532, Berlin,24-Jul,12.83,81,Greenlots,350,Type 2,2011,Yes,3.2,5,Annually
EVS04478,-33.875097,151.319086, München,6:00-22:00,8.04,73,Tesla,22,"Type 2, CCS",2018,Yes,4.5,10,Monthly
EVS04479,25.345399,55.275377, Köln,9:00-18:00,14.7,54,Tesla,50,"CHAdeMO, CCS",2019,Yes,3,2,Monthly
EVS04480,37.843221,-122.438782, Stuttgart,6:00-22:00,15.26,38,Greenlots,150,Tesla,2020,Yes,3.7,6,Monthly
EVS04481,-30.63354,-55.962742, Berlin,9:00-18:00,17.13,31,Tesla,150,Type 2,2015,No,4.7,3,Quarterly
EVS04482,37.589655,126.931096, Stuttgart,6:00-22:00,5.93,52,Tesla,150,"Type 2, Tesla",2021,Yes,4.9,5,Annually
EVS04483,-23.672143,-46.585351, Frankfurt,6:00-22:00,0.89,49,Ionity,22,CCS,2018,Yes,4.6,6,Quarterly
EVS04484,19.064171,72.826872, Leipzig,6:00-22:00,2.77,91,Greenlots,22,CCS,2021,Yes,4.1,6,Annually
EVS04485,13.879953,100.511172, Berlin,6:00-22:00,7.53,80,ChargePoint,350,CHAdeMO,2016,Yes,4,5,Monthly
EVS04486,37.849199,-122.427497, Stuttgart,9:00-18:00,12.32,50,Greenlots,350,"CCS, Tesla",2021,Yes,3.3,7,Quarterly
EVS04487,13.883479,100.440815, Berlin,6:00-22:00,13.31,14,Greenlots,50,"CHAdeMO, CCS",2022,No,3.6,2,Quarterly
EVS04488,-23.614966,-46.537466, Frankfurt,9:00-18:00,3.68,58,EVgo,22,"CCS, CHAdeMO",2011,Yes,3.4,8,Monthly
EVS04489,41.926161,-87.733879, Hamburg,6:00-22:00,9.61,39,Tesla,150,"CHAdeMO, Tesla",2018,No,5,9,Annually
EVS04490,39.957455,116.416854, Leipzig,6:00-22:00,10.78,75,Ionity,22,Type 2,2010,No,4.9,8,Annually
EVS04491,-33.002988,-15.871847, Stuttgart,24-Jul,11.48,96,Ionity,150,"Type 2, CCS",2015,Yes,4.6,10,Quarterly
EVS04492,37.834861,-122.38703, Stuttgart,24-Jul,8.89,30,EVgo,350,"CHAdeMO, CCS",2019,Yes,5,8,Quarterly
EVS04493,-33.7067,18.48072, Stuttgart,6:00-22:00,13.61,56,Tesla,150,"CHAdeMO, Type 2",2020,Yes,3.5,5,Monthly
EVS04494,37.753391,-122.303219, Stuttgart,6:00-22:00,9.78,97,ChargePoint,50,"CHAdeMO, Tesla",2011,No,3.6,7,Monthly
EVS04495,34.185726,-118.293617,Frankfurt,9:00-18:00,12.25,63,ChargePoint,350,"CHAdeMO, Type 2",2021,Yes,4.2,10,Monthly
EVS04496,37.834353,-122.410199, Stuttgart,9:00-18:00,1.3,26,Tesla,50,"CCS, Type 2",2012,Yes,5,4,Monthly
EVS04497,41.869522,-87.633313, Hamburg,9:00-18:00,10.02,12,Ionity,22,"CHAdeMO, Tesla",2014,No,4.7,2,Annually
EVS04498,41.971903,-87.771374, Hamburg,6:00-22:00,2.8,16,Greenlots,50,"Type 2, Tesla",2019,Yes,3,6,Quarterly
EVS04499,19.477185,-99.167481, München,24-Jul,13.23,62,Greenlots,22,"Type 2, Tesla",2020,No,3.7,4,Quarterly
EVS04500,43.640361,-79.43987, Stuttgart,9:00-18:00,3.95,87,Tesla,22,CCS,2012,No,4.2,6,Quarterly
EVS04501,-58.475451,63.689237, Köln,6:00-22:00,11.54,99,Tesla,50,"Type 2, Tesla",2011,Yes,3.7,1,Quarterly
EVS04502,55.880933,37.550217, Hamburg,6:00-22:00,5.18,83,Greenlots,150,CHAdeMO,2012,Yes,3.6,6,Quarterly
EVS04503,52.504155,13.467902, Berlin,9:00-18:00,1.34,33,Greenlots,50,"CCS, Type 2",2021,Yes,4.9,9,Monthly
EVS04504,13.788056,100.524015, Berlin,9:00-18:00,0.86,41,ChargePoint,22,CCS,2011,No,3.2,5,Monthly
EVS04505,41.991828,-87.766667, Hamburg,24-Jul,11.44,74,EVgo,22,Type 2,2023,Yes,3.4,7,Monthly
EVS04506,-33.8073,18.423689, Stuttgart,6:00-22:00,18.24,34,EVgo,350,CHAdeMO,2013,Yes,4.4,9,Annually
EVS04507,43.64604,-79.345198, Stuttgart,24-Jul,4.6,54,EVgo,50,"CCS, Type 2",2014,No,3.5,5,Monthly
EVS04508,37.851154,-122.432354, Stuttgart,6:00-22:00,14.84,70,Ionity,350,CCS,2020,No,3.6,1,Monthly
EVS04509,-33.720608,151.356313, München,9:00-18:00,3.06,92,Ionity,150,CCS,2018,No,3.8,2,Quarterly
EVS04510,19.575756,-99.172153, München,6:00-22:00,14.75,50,Greenlots,50,"Type 2, CHAdeMO",2016,Yes,3.2,6,Annually
EVS04511,17.444346,76.391418, München,6:00-22:00,3.81,14,Greenlots,150,Tesla,2021,Yes,4.4,2,Monthly
EVS04512,-33.868088,18.578328, Stuttgart,24-Jul,1.81,93,EVgo,150,"Type 2, Tesla",2023,No,3.3,1,Quarterly
EVS04513,-33.817943,18.436267, Stuttgart,24-Jul,17.22,75,Ionity,50,"Type 2, CCS",2010,No,3.2,1,Annually
EVS04514,43.611845,-79.330174, Stuttgart,24-Jul,19.48,98,Greenlots,350,"Type 2, CHAdeMO",2019,Yes,4,5,Monthly
EVS04515,-33.792924,18.463539, Stuttgart,6:00-22:00,9.86,65,ChargePoint,50,"Type 2, CCS",2017,Yes,4.1,8,Annually
EVS04516,39.902613,116.460212, Leipzig,6:00-22:00,17.28,81,Tesla,22,"Type 2, CHAdeMO",2010,Yes,4.7,5,Quarterly
EVS04517,52.455454,13.45094, Berlin,24-Jul,15.82,12,Ionity,350,"Type 2, CCS",2016,Yes,3,3,Quarterly
EVS04518,-33.705359,18.583, Stuttgart,6:00-22:00,4.75,61,EVgo,50,Type 2,2023,No,4.3,4,Annually
EVS04519,37.802501,-122.30936, Stuttgart,9:00-18:00,14.6,82,Ionity,150,CCS,2011,Yes,4.7,10,Monthly
EVS04520,37.8035,-122.475707, Stuttgart,9:00-18:00,10.77,98,EVgo,350,"Type 2, CHAdeMO",2022,Yes,3.1,5,Annually
EVS04521,-84.803245,110.332625, Berlin,6:00-22:00,6.63,53,ChargePoint,350,"CCS, Type 2",2021,Yes,3.9,2,Quarterly
EVS04522,34.01419,-118.216156,Frankfurt,6:00-22:00,6.56,62,ChargePoint,150,Tesla,2015,Yes,3.9,3,Annually
EVS04523,55.824454,37.604097, Hamburg,9:00-18:00,17.15,18,ChargePoint,150,"CCS, Type 2",2017,No,4.7,8,Monthly
EVS04524,-23.686337,-46.674962, Frankfurt,9:00-18:00,19.96,61,Tesla,350,"Type 2, CHAdeMO",2012,Yes,4.9,5,Annually
EVS04525,13.751929,100.422845, Berlin,6:00-22:00,10.98,18,Tesla,150,Type 2,2017,Yes,4.5,2,Quarterly
EVS04526,41.820688,-87.620888, Hamburg,24-Jul,15.33,76,Greenlots,350,CCS,2018,Yes,3.6,1,Monthly
EVS04527,55.816504,37.694514, Hamburg,6:00-22:00,2.98,80,EVgo,50,CHAdeMO,2012,Yes,3.8,4,Annually
EVS04528,-23.517591,-46.649636, Frankfurt,24-Jul,8.8,32,ChargePoint,150,CCS,2016,Yes,3.4,5,Monthly
EVS04529,39.831207,116.319419, Leipzig,24-Jul,7.19,43,Ionity,22,"CHAdeMO, Type 2",2012,No,3.7,2,Annually
EVS04530,13.829428,100.500603, Berlin,24-Jul,17.4,40,ChargePoint,150,"Type 2, Tesla",2015,Yes,4.6,5,Quarterly
EVS04531,-85.015682,-13.869819, Hamburg,6:00-22:00,11.83,98,ChargePoint,350,"CCS, Tesla",2023,No,4.4,5,Annually
EVS04532,52.572131,13.320041, Berlin,6:00-22:00,18.71,41,Ionity,50,Type 2,2015,Yes,4.7,6,Quarterly
EVS04533,-33.751931,18.411571, Stuttgart,9:00-18:00,19.93,38,ChargePoint,22,CCS,2011,No,3,5,Quarterly
EVS04534,34.08282,-118.348689,Frankfurt,6:00-22:00,0.96,22,Tesla,50,"Type 2, CCS",2023,No,4,5,Annually
EVS04535,34.043821,-118.376414,Frankfurt,24-Jul,11.99,21,Ionity,150,"CHAdeMO, Tesla",2016,Yes,4.6,2,Quarterly
EVS04536,37.66192,126.973018, Stuttgart,6:00-22:00,7.07,46,Tesla,22,"Tesla, CCS",2016,No,4.1,1,Quarterly
EVS04537,34.131263,-118.230005,Frankfurt,6:00-22:00,18.11,83,ChargePoint,150,"Tesla, CCS",2019,Yes,3.5,4,Monthly
EVS04538,13.789862,100.565564, Berlin,9:00-18:00,12.51,62,EVgo,22,Tesla,2021,No,4.7,4,Quarterly
EVS04539,37.885594,-122.439369, Stuttgart,24-Jul,9.91,75,Greenlots,22,"CCS, Tesla",2013,No,4,4,Quarterly
EVS04540,25.378081,55.396615, Köln,6:00-22:00,16.85,58,Tesla,350,"Tesla, Type 2",2015,Yes,4.2,4,Annually
EVS04541,51.750888,39.714471, Stuttgart,6:00-22:00,5.21,38,Ionity,150,"CHAdeMO, CCS",2013,No,4.7,9,Annually
EVS04542,55.848696,37.615996, Hamburg,24-Jul,7.09,42,Ionity,350,"CCS, Type 2",2011,No,4.5,3,Quarterly
EVS04543,-33.863578,151.257666, München,9:00-18:00,8.03,56,Tesla,150,"CHAdeMO, Tesla",2017,No,4.4,2,Annually
EVS04544,41.850408,-87.786234, Hamburg,6:00-22:00,11.54,97,Greenlots,50,"Type 2, CCS",2013,Yes,3.9,8,Annually
EVS04545,37.733473,-122.313628, Stuttgart,9:00-18:00,11.16,43,Tesla,350,"CCS, CHAdeMO",2010,Yes,3.3,1,Monthly
EVS04546,19.45306,-99.073743, München,24-Jul,7.37,25,Ionity,22,"Tesla, CHAdeMO",2021,Yes,3,8,Annually
EVS04547,52.59345,13.407835, Berlin,24-Jul,16.99,100,EVgo,22,"CCS, Type 2",2019,No,3.7,8,Quarterly
EVS04548,55.761025,37.677, Hamburg,24-Jul,13.61,81,Greenlots,150,"Type 2, CCS",2019,Yes,4.4,9,Monthly
EVS04549,39.928456,116.290485, Leipzig,9:00-18:00,13.11,94,Ionity,350,"CHAdeMO, CCS",2019,No,3.2,2,Monthly
EVS04550,52.545909,13.380366, Berlin,6:00-22:00,5.8,90,Ionity,150,CCS,2010,Yes,4.2,7,Quarterly
EVS04551,-65.203237,98.709201, Frankfurt,24-Jul,15.42,76,ChargePoint,150,Tesla,2018,Yes,4.1,4,Quarterly
EVS04552,39.873815,116.201605, Leipzig,6:00-22:00,1.77,93,Tesla,50,Tesla,2013,No,4.8,4,Monthly
EVS04553,41.866203,-87.757719, Hamburg,24-Jul,14.3,45,ChargePoint,50,"CHAdeMO, Type 2",2011,Yes,3.8,9,Monthly
EVS04554,52.456478,13.393924, Berlin,6:00-22:00,3.76,20,Ionity,350,CHAdeMO,2021,Yes,3.9,2,Monthly
EVS04555,37.805704,-122.496837, Stuttgart,6:00-22:00,10.38,40,Greenlots,350,CHAdeMO,2021,No,4.1,8,Monthly
EVS04556,55.795819,37.514877, Hamburg,6:00-22:00,18.26,31,ChargePoint,150,"Tesla, Type 2",2022,Yes,4.1,6,Annually
EVS04557,-23.675924,-46.534787, Frankfurt,6:00-22:00,15.81,86,ChargePoint,150,Tesla,2013,No,3.9,6,Annually
EVS04558,-33.886168,18.538135, Stuttgart,24-Jul,18.94,97,ChargePoint,150,"CCS, Type 2",2023,Yes,3.5,3,Annually
EVS04559,-33.752617,18.414822, Stuttgart,9:00-18:00,18.21,46,EVgo,350,"Type 2, CHAdeMO",2022,No,3.6,3,Annually
EVS04560,25.237143,55.340759, Köln,24-Jul,7.69,18,Ionity,50,"Tesla, Type 2",2018,Yes,3.3,9,Annually
EVS04561,-9.67839,-85.881838, Hamburg,9:00-18:00,9.11,61,Ionity,50,CCS,2022,Yes,4.7,7,Quarterly
EVS04562,19.515162,-99.191037, München,24-Jul,18.53,17,ChargePoint,150,Tesla,2021,Yes,4.1,1,Annually
EVS04563,34.193581,-118.272261,Frankfurt,24-Jul,1.39,54,Ionity,150,"Type 2, CCS",2019,Yes,4.7,9,Quarterly
EVS04564,37.875464,-122.430161, Stuttgart,9:00-18:00,18.57,54,Ionity,50,CCS,2015,Yes,4.8,6,Monthly
EVS04565,43.750678,-79.404514, Stuttgart,9:00-18:00,7.98,93,Tesla,350,Type 2,2016,Yes,3.8,1,Monthly
EVS04566,-33.884002,18.439769, Stuttgart,9:00-18:00,5.87,75,EVgo,22,CCS,2013,Yes,3,6,Monthly
EVS04567,19.456265,-99.045039, München,6:00-22:00,15.25,75,EVgo,50,CHAdeMO,2010,No,3.9,1,Quarterly
EVS04568,55.868073,37.678823, Hamburg,9:00-18:00,1.26,13,ChargePoint,350,"CCS, Tesla",2021,No,4.2,10,Annually
EVS04569,-33.7291,18.533078, Stuttgart,24-Jul,6.23,51,Greenlots,150,"CHAdeMO, Tesla",2022,Yes,3.3,4,Monthly
EVS04570,25.350799,55.396921, Köln,6:00-22:00,17.74,30,Ionity,150,"CHAdeMO, CCS",2015,No,4.8,3,Annually
EVS04571,-69.429251,-1.035228, Berlin,6:00-22:00,5.62,60,Ionity,22,CHAdeMO,2013,Yes,4.4,6,Quarterly
EVS04572,34.065759,-118.271242,Frankfurt,6:00-22:00,11.44,26,EVgo,22,CCS,2023,Yes,4.1,10,Quarterly
EVS04573,-23.634004,-46.559195, Frankfurt,24-Jul,6.89,94,Tesla,22,"CHAdeMO, Type 2",2013,Yes,3.4,1,Annually
EVS04574,34.071013,-118.262138,Frankfurt,24-Jul,1.87,70,Greenlots,350,"Type 2, Tesla",2020,No,3.9,3,Annually
EVS04575,18.92476,72.841822, Leipzig,9:00-18:00,18.04,90,EVgo,150,CCS,2016,No,4.9,2,Monthly
EVS04576,52.5998,13.348004, Berlin,24-Jul,7.96,27,Tesla,150,"Type 2, CHAdeMO",2016,Yes,4.3,4,Monthly
EVS04577,34.102713,-118.294704,Frankfurt,24-Jul,9.33,84,Tesla,50,"Type 2, Tesla",2016,No,4.5,10,Annually
EVS04578,-33.836611,151.247427, München,24-Jul,19.61,62,Ionity,150,"CHAdeMO, CCS",2022,No,4.5,2,Annually
EVS04579,-33.813392,18.579168, Stuttgart,6:00-22:00,12.13,67,EVgo,22,"CHAdeMO, CCS",2015,Yes,4.7,2,Quarterly
EVS04580,34.086139,-118.343587,Frankfurt,24-Jul,16.29,35,Ionity,50,CHAdeMO,2012,Yes,3.3,10,Monthly
EVS04581,89.464534,-133.778727, Berlin,9:00-18:00,12.35,40,ChargePoint,350,Tesla,2022,Yes,3.7,10,Quarterly
EVS04582,19.007379,72.82671, Leipzig,6:00-22:00,17.72,75,Tesla,350,CCS,2023,No,4.8,1,Annually
EVS04583,37.842696,-122.343098, Stuttgart,9:00-18:00,2.3,71,Tesla,150,CCS,2021,No,4.6,9,Monthly
EVS04584,-33.842643,18.433424, Stuttgart,6:00-22:00,8.46,48,ChargePoint,150,CCS,2021,No,3.6,8,Monthly
EVS04585,34.199997,-118.217818,Frankfurt,6:00-22:00,1.71,77,ChargePoint,350,"CCS, CHAdeMO",2010,Yes,3.8,5,Quarterly
EVS04586,-33.826049,151.30262, München,24-Jul,12.97,61,Greenlots,150,"CCS, Tesla",2016,No,4.5,1,Quarterly
EVS04587,19.526452,-99.1383, München,24-Jul,3.98,68,Tesla,22,Tesla,2012,Yes,4.4,5,Annually
EVS04588,37.874931,-122.351243, Stuttgart,24-Jul,1.42,71,EVgo,22,"CHAdeMO, Tesla",2023,No,3.7,8,Annually
EVS04589,-33.88483,18.408885, Stuttgart,9:00-18:00,6.68,17,Ionity,350,CCS,2015,Yes,3.6,4,Monthly
EVS04590,25.270949,55.32656, Köln,24-Jul,9.62,72,Ionity,350,"Type 2, Tesla",2021,Yes,4.4,2,Annually
EVS04591,-89.578853,-52.465195, München,6:00-22:00,2.04,100,EVgo,22,"CCS, Tesla",2019,Yes,4,8,Quarterly
EVS04592,37.518554,127.082919, Stuttgart,6:00-22:00,13.98,24,Ionity,22,"Tesla, CCS",2021,Yes,3.4,10,Quarterly
EVS04593,41.825933,-87.792891, Hamburg,24-Jul,12.79,52,EVgo,50,CHAdeMO,2015,No,4.1,8,Annually
EVS04594,55.821804,37.581372, Hamburg,9:00-18:00,5.46,70,EVgo,150,CCS,2019,No,3,3,Annually
EVS04595,-33.821368,18.483203, Stuttgart,24-Jul,8.34,85,Ionity,350,"CCS, Type 2",2019,Yes,4.1,7,Quarterly
EVS04596,-33.771016,151.347243, München,24-Jul,3.55,75,ChargePoint,22,Tesla,2022,No,4.8,9,Quarterly
EVS04597,19.067607,72.914306, Leipzig,9:00-18:00,13.19,93,Greenlots,350,CHAdeMO,2017,Yes,3.6,3,Monthly
EVS04598,43.661277,-79.317006, Stuttgart,24-Jul,17.65,95,EVgo,22,"CCS, Tesla",2011,No,4.5,5,Quarterly
EVS04599,13.703708,100.507828, Berlin,6:00-22:00,12.96,89,EVgo,350,CHAdeMO,2011,Yes,3.2,2,Monthly
EVS04600,-23.587145,-46.582751, Frankfurt,9:00-18:00,16.51,58,Tesla,350,CCS,2016,No,4.1,9,Monthly
EVS04601,-31.193738,-51.245314, Köln,9:00-18:00,8.85,91,Tesla,350,"CCS, Type 2",2015,Yes,3.7,2,Monthly
EVS04602,-23.543513,-46.616113, Frankfurt,24-Jul,18.97,21,Ionity,150,Tesla,2011,Yes,4.6,1,Quarterly
EVS04603,13.777207,100.497163, Berlin,24-Jul,13.67,36,ChargePoint,150,"Type 2, CCS",2010,Yes,3.8,6,Monthly
EVS04604,37.806048,-122.471242, Stuttgart,6:00-22:00,17.52,11,Greenlots,50,"Tesla, CCS",2013,Yes,4.9,8,Quarterly
EVS04605,-33.730295,151.246692, München,24-Jul,5.23,72,Tesla,22,"CHAdeMO, CCS",2018,Yes,3.9,6,Quarterly
EVS04606,-33.858231,151.29582, München,9:00-18:00,13.72,43,Tesla,350,"Type 2, Tesla",2016,Yes,3.4,4,Monthly
EVS04607,39.935592,116.468791, Leipzig,9:00-18:00,11.94,39,Ionity,150,CCS,2019,No,3.3,10,Quarterly
EVS04608,-23.505623,-46.60605, Frankfurt,6:00-22:00,5.27,42,Ionity,350,Tesla,2018,Yes,4.7,4,Monthly
EVS04609,-33.815636,18.530701, Stuttgart,9:00-18:00,16.38,59,Ionity,150,Type 2,2016,Yes,3.4,3,Monthly
EVS04610,25.317265,55.377711, Köln,24-Jul,7.5,39,Greenlots,50,"Tesla, CCS",2015,No,3.7,1,Annually
EVS04611,72.685324,37.289059, Frankfurt,9:00-18:00,19.84,89,ChargePoint,350,"CCS, Tesla",2010,No,3.7,5,Monthly
EVS04612,-33.856481,18.426231, Stuttgart,24-Jul,15.97,28,EVgo,50,"Tesla, CCS",2021,No,4,10,Monthly
EVS04613,39.833927,116.484332, Leipzig,24-Jul,18.93,92,EVgo,350,"Tesla, CHAdeMO",2022,No,4.8,4,Monthly
EVS04614,34.182175,-118.276975,Frankfurt,9:00-18:00,12.52,56,Greenlots,22,Type 2,2022,No,4.3,5,Monthly
EVS04615,52.404835,13.328722, Berlin,6:00-22:00,1.39,71,ChargePoint,150,"Type 2, CHAdeMO",2015,No,3.3,7,Quarterly
EVS04616,-33.819518,151.21864, München,6:00-22:00,7.85,73,Greenlots,150,CCS,2013,No,4.9,2,Annually
EVS04617,-23.523315,-46.667962, Frankfurt,24-Jul,10.61,77,Tesla,22,Tesla,2017,Yes,4.6,10,Monthly
EVS04618,-23.518091,-46.501264, Frankfurt,9:00-18:00,10.5,29,ChargePoint,350,Type 2,2019,Yes,3.2,5,Quarterly
EVS04619,13.894989,100.400447, Berlin,24-Jul,19.3,45,Greenlots,50,CCS,2020,Yes,3.6,9,Annually
EVS04620,52.492792,13.432915, Berlin,6:00-22:00,8.46,54,Greenlots,22,CCS,2012,Yes,3.2,8,Annually
EVS04621,-53.0981,81.621956, München,9:00-18:00,10.85,39,Tesla,22,Type 2,2023,No,5,2,Annually
EVS04622,13.841089,100.565794, Berlin,9:00-18:00,1.8,47,ChargePoint,22,CCS,2020,No,3,6,Quarterly
EVS04623,19.471705,-99.062101, München,24-Jul,8.03,64,Tesla,150,"Type 2, CCS",2023,Yes,3.5,5,Quarterly
EVS04624,13.770707,100.473318, Berlin,6:00-22:00,15.57,36,Tesla,350,"CCS, CHAdeMO",2018,Yes,5,10,Annually
EVS04625,37.784388,-122.465505, Stuttgart,9:00-18:00,1.82,98,Ionity,150,CHAdeMO,2020,No,3.2,6,Monthly
EVS04626,34.004407,-118.285244,Frankfurt,24-Jul,13.91,43,Greenlots,150,Tesla,2010,Yes,4.5,3,Quarterly
EVS04627,37.658003,126.900933, Stuttgart,6:00-22:00,13.08,91,Greenlots,22,"Type 2, CCS",2020,No,4.7,10,Monthly
EVS04628,19.046336,72.842209, Leipzig,9:00-18:00,14.07,11,ChargePoint,150,CCS,2018,No,4.2,1,Annually
EVS04629,-33.765537,151.267987, München,9:00-18:00,12.36,15,ChargePoint,350,Type 2,2022,No,3.4,7,Annually
EVS04630,43.747034,-79.397304, Stuttgart,6:00-22:00,5.87,30,Ionity,22,Type 2,2019,Yes,4.5,4,Annually
EVS04631,83.59566,159.582306, Hamburg,24-Jul,14.54,21,Tesla,22,Type 2,2010,No,4.8,1,Quarterly
EVS04632,37.632983,126.984053, Stuttgart,24-Jul,8.91,17,ChargePoint,22,CHAdeMO,2017,Yes,4.8,7,Quarterly
EVS04633,39.935939,116.207907, Leipzig,9:00-18:00,15.24,98,EVgo,50,"Type 2, CCS",2010,Yes,4.1,2,Monthly
EVS04634,43.604292,-79.477057, Stuttgart,24-Jul,14.59,94,ChargePoint,22,"Type 2, Tesla",2011,Yes,4,4,Monthly
EVS04635,52.448441,13.432179, Berlin,9:00-18:00,16.15,23,Tesla,22,"CHAdeMO, Type 2",2021,No,4.5,7,Annually
EVS04636,43.733048,-79.460808, Stuttgart,24-Jul,13.66,48,EVgo,350,"Tesla, CCS",2022,Yes,3.7,3,Quarterly
EVS04637,43.649373,-79.372314, Stuttgart,6:00-22:00,5.76,53,Tesla,22,"CHAdeMO, Type 2",2018,No,3.6,9,Monthly
EVS04638,-23.603213,-46.669977, Frankfurt,9:00-18:00,13.25,13,Greenlots,50,CCS,2011,Yes,4.4,8,Quarterly
EVS04639,55.855817,37.627693, Hamburg,24-Jul,13.66,59,ChargePoint,22,CCS,2011,No,4.7,7,Monthly
EVS04640,37.714256,-122.479008, Stuttgart,6:00-22:00,9.79,54,Tesla,150,"CHAdeMO, Type 2",2016,Yes,3.6,6,Quarterly
EVS04641,80.781849,74.898134, Hamburg,24-Jul,8.58,70,Tesla,350,CHAdeMO,2010,Yes,3.9,8,Quarterly
EVS04642,-33.716705,151.355761, München,9:00-18:00,12.9,51,Ionity,22,"Type 2, CHAdeMO",2019,Yes,4.3,4,Quarterly
EVS04643,52.582671,13.478146, Berlin,9:00-18:00,12.58,64,Tesla,22,"Tesla, CHAdeMO",2018,No,3.6,4,Quarterly
EVS04644,-33.809363,151.275296, München,6:00-22:00,4.29,15,Ionity,150,CHAdeMO,2015,Yes,3.3,6,Quarterly
EVS04645,-33.866702,18.584578, Stuttgart,6:00-22:00,4.49,93,Tesla,150,"CHAdeMO, Tesla",2022,No,3.5,6,Monthly
EVS04646,55.861572,37.623147, Hamburg,9:00-18:00,13.37,75,EVgo,350,"Type 2, CHAdeMO",2016,No,4.5,7,Monthly
EVS04647,43.653489,-79.344827, Stuttgart,24-Jul,9.66,48,EVgo,150,"Tesla, CCS",2015,No,4,9,Monthly
EVS04648,34.18984,-118.211634,Frankfurt,6:00-22:00,16.32,95,Tesla,22,"Type 2, CCS",2018,No,3.8,6,Annually
EVS04649,43.799826,-79.414639, Stuttgart,6:00-22:00,17.69,100,Tesla,150,CCS,2019,Yes,3.4,5,Monthly
EVS04650,34.169513,-118.22223,Frankfurt,6:00-22:00,13.81,18,Tesla,50,CHAdeMO,2010,No,3.9,1,Annually
EVS04651,-68.813836,94.415204, Hamburg,6:00-22:00,7.39,61,Tesla,22,CCS,2012,No,4.8,1,Quarterly
EVS04652,39.831965,116.300553, Leipzig,24-Jul,4.58,67,ChargePoint,50,Type 2,2022,No,3.5,6,Quarterly
EVS04653,18.983752,72.981483, Leipzig,6:00-22:00,3.02,72,Ionity,150,CHAdeMO,2020,No,4.7,4,Monthly
EVS04654,-33.809883,18.510496, Stuttgart,24-Jul,18.74,19,Greenlots,150,Tesla,2015,No,4.1,4,Monthly
EVS04655,43.675649,-79.426124, Stuttgart,9:00-18:00,4.19,49,Tesla,22,CCS,2019,No,3.6,6,Monthly
EVS04656,37.84965,-122.476397, Stuttgart,24-Jul,14.71,78,Ionity,350,"CCS, Type 2",2013,Yes,4.4,10,Annually
EVS04657,39.960903,116.207571, Leipzig,24-Jul,16.42,77,Tesla,350,Tesla,2015,Yes,4,5,Monthly
EVS04658,13.709998,100.538742, Berlin,24-Jul,8.8,97,ChargePoint,22,Type 2,2011,Yes,3.2,2,Annually
EVS04659,52.595945,13.384549, Berlin,9:00-18:00,5.07,21,EVgo,22,CHAdeMO,2023,Yes,3.4,6,Monthly
EVS04660,39.959303,116.374061, Leipzig,24-Jul,1.43,43,Greenlots,150,CCS,2010,No,3.8,7,Quarterly
EVS04661,-22.224218,66.952682, Stuttgart,24-Jul,9.17,48,Greenlots,22,CHAdeMO,2015,Yes,3.3,7,Quarterly
EVS04662,43.739632,-79.469948, Stuttgart,9:00-18:00,11.7,52,ChargePoint,150,CCS,2011,No,4.3,2,Quarterly
EVS04663,43.757633,-79.478523, Stuttgart,6:00-22:00,19.39,25,ChargePoint,150,"CCS, Tesla",2023,Yes,4.9,2,Monthly
EVS04664,39.970385,116.200397, Leipzig,9:00-18:00,14.95,87,ChargePoint,22,CHAdeMO,2021,Yes,4.6,9,Quarterly
EVS04665,41.837366,-87.687831, Hamburg,24-Jul,6.74,98,Greenlots,150,Type 2,2014,No,3.2,4,Quarterly
EVS04666,41.834742,-87.667168, Hamburg,24-Jul,11.46,62,Greenlots,22,"Tesla, Type 2",2010,No,4.2,8,Quarterly
EVS04667,19.513673,-99.132604, München,9:00-18:00,10.76,40,ChargePoint,22,"CCS, Type 2",2023,Yes,3.1,6,Quarterly
EVS04668,13.752658,100.434899, Berlin,6:00-22:00,4.15,25,ChargePoint,350,Type 2,2023,Yes,4.3,1,Monthly
EVS04669,34.007806,-118.283419,Frankfurt,24-Jul,13.61,27,Greenlots,150,"CCS, Tesla",2020,No,3.4,9,Monthly
EVS04670,19.488859,-99.005762, München,24-Jul,10.86,48,Ionity,22,"CHAdeMO, CCS",2012,No,3.4,7,Annually
EVS04671,19.319202,-116.272202, Berlin,6:00-22:00,15.37,90,Ionity,50,"Type 2, CCS",2019,No,4.5,10,Annually
EVS04672,-33.760393,151.342061, München,9:00-18:00,0.89,62,Greenlots,150,"CCS, Tesla",2011,No,4.7,1,Quarterly
EVS04673,13.826776,100.538732, Berlin,24-Jul,1.82,62,Tesla,350,"Tesla, CCS",2011,Yes,3.3,3,Quarterly
EVS04674,37.662446,127.023258, Stuttgart,6:00-22:00,16.76,76,ChargePoint,22,CCS,2023,Yes,4.8,5,Monthly
